REGION,TECHNOLOGY,YEAR,VALUE
REGION1,ATBFHPFH1,2015,0.02941
REGION1,ATBFHPFH1,2016,0.02941
REGION1,ATBFHPFH1,2017,0.02941
REGION1,ATBFHPFH1,2018,0.02941
REGION1,ATBFHPFH1,2019,0.02941
REGION1,ATBFHPFH1,2020,0.02941
REGION1,ATBFHPFH1,2021,0.02941
REGION1,ATBFHPFH1,2022,0.02941
REGION1,ATBFHPFH1,2023,0.027933
REGION1,ATBFHPFH1,2024,0.011601
REGION1,ATBFHPFH1,2025,0.008426
REGION1,ATBFHPFH1,2026,0.00758
REGION1,ATBFHPFH1,2027,0.00458
REGION1,ATBFHPFH1,2028,0.00425
REGION1,ATBFHPFH1,2029,0.00425
REGION1,ATBFHPFH1,2030,0
REGION1,ATBFHPFH1,2031,0
REGION1,ATBFHPFH1,2032,0
REGION1,ATBFHPFH1,2033,0
REGION1,ATBFHPFH1,2034,0
REGION1,ATBFHPFH1,2035,0
REGION1,ATBFHPFH1,2036,0
REGION1,ATBFHPFH1,2037,0
REGION1,ATBFHPFH1,2038,0
REGION1,ATBFHPFH1,2039,0
REGION1,ATBFHPFH1,2040,0
REGION1,ATBFHPFH1,2041,0
REGION1,ATBFHPFH1,2042,0
REGION1,ATBFHPFH1,2043,0
REGION1,ATBFHPFH1,2044,0
REGION1,ATBFHPFH1,2045,0
REGION1,ATBFHPFH1,2046,0
REGION1,ATBFHPFH1,2047,0
REGION1,ATBFHPFH1,2048,0
REGION1,ATBFHPFH1,2049,0
REGION1,ATBFHPFH1,2050,0
REGION1,ATBFHPFH1,2051,0
REGION1,ATBFHPFH1,2052,0
REGION1,ATBFHPFH1,2053,0
REGION1,ATBFHPFH1,2054,0
REGION1,ATBFHPFH1,2055,0
REGION1,ATBFHPFH1,2056,0
REGION1,ATBFHPFH1,2057,0
REGION1,ATBFHPFH1,2058,0
REGION1,ATBFHPFH1,2059,0
REGION1,ATBFHPFH1,2060,0
REGION1,ATBMSTPH3,2015,0.417366
REGION1,ATBMSTPH3,2016,0.417366
REGION1,ATBMSTPH3,2017,0.417366
REGION1,ATBMSTPH3,2018,0.417366
REGION1,ATBMSTPH3,2019,0.417366
REGION1,ATBMSTPH3,2020,0.417366
REGION1,ATBMSTPH3,2021,0.292392
REGION1,ATBMSTPH3,2022,0.232918
REGION1,ATBMSTPH3,2023,0.232918
REGION1,ATBMSTPH3,2024,0.232918
REGION1,ATBMSTPH3,2025,0.232918
REGION1,ATBMSTPH3,2026,0.232918
REGION1,ATBMSTPH3,2027,0.232918
REGION1,ATBMSTPH3,2028,0.232918
REGION1,ATBMSTPH3,2029,0.231739
REGION1,ATBMSTPH3,2030,0.079386
REGION1,ATBMSTPH3,2031,0.079386
REGION1,ATBMSTPH3,2032,0.076766
REGION1,ATBMSTPH3,2033,0.076766
REGION1,ATBMSTPH3,2034,0.067072
REGION1,ATBMSTPH3,2035,0.063142
REGION1,ATBMSTPH3,2036,0.005502
REGION1,ATBMSTPH3,2037,0.003406
REGION1,ATBMSTPH3,2038,0.003406
REGION1,ATBMSTPH3,2039,0
REGION1,ATBMSTPH3,2040,0
REGION1,ATBMSTPH3,2041,0
REGION1,ATBMSTPH3,2042,0
REGION1,ATBMSTPH3,2043,0
REGION1,ATBMSTPH3,2044,0
REGION1,ATBMSTPH3,2045,0
REGION1,ATBMSTPH3,2046,0
REGION1,ATBMSTPH3,2047,0
REGION1,ATBMSTPH3,2048,0
REGION1,ATBMSTPH3,2049,0
REGION1,ATBMSTPH3,2050,0
REGION1,ATBMSTPH3,2051,0
REGION1,ATBMSTPH3,2052,0
REGION1,ATBMSTPH3,2053,0
REGION1,ATBMSTPH3,2054,0
REGION1,ATBMSTPH3,2055,0
REGION1,ATBMSTPH3,2056,0
REGION1,ATBMSTPH3,2057,0
REGION1,ATBMSTPH3,2058,0
REGION1,ATBMSTPH3,2059,0
REGION1,ATBMSTPH3,2060,0
REGION1,ATCOCHPH3,2015,0.8924
REGION1,ATCOCHPH3,2016,0.8924
REGION1,ATCOCHPH3,2017,0.8924
REGION1,ATCOCHPH3,2018,0.8924
REGION1,ATCOCHPH3,2019,0.8924
REGION1,ATCOCHPH3,2020,0.8808
REGION1,ATCOCHPH3,2021,0.8258
REGION1,ATCOCHPH3,2022,0.8048
REGION1,ATCOCHPH3,2023,0.0468
REGION1,ATCOCHPH3,2024,0
REGION1,ATCOCHPH3,2025,0
REGION1,ATCOCHPH3,2026,0
REGION1,ATCOCHPH3,2027,0
REGION1,ATCOCHPH3,2028,0
REGION1,ATCOCHPH3,2029,0
REGION1,ATCOCHPH3,2030,0
REGION1,ATCOCHPH3,2031,0
REGION1,ATCOCHPH3,2032,0
REGION1,ATCOCHPH3,2033,0
REGION1,ATCOCHPH3,2034,0
REGION1,ATCOCHPH3,2035,0
REGION1,ATCOCHPH3,2036,0
REGION1,ATCOCHPH3,2037,0
REGION1,ATCOCHPH3,2038,0
REGION1,ATCOCHPH3,2039,0
REGION1,ATCOCHPH3,2040,0
REGION1,ATCOCHPH3,2041,0
REGION1,ATCOCHPH3,2042,0
REGION1,ATCOCHPH3,2043,0
REGION1,ATCOCHPH3,2044,0
REGION1,ATCOCHPH3,2045,0
REGION1,ATCOCHPH3,2046,0
REGION1,ATCOCHPH3,2047,0
REGION1,ATCOCHPH3,2048,0
REGION1,ATCOCHPH3,2049,0
REGION1,ATCOCHPH3,2050,0
REGION1,ATCOCHPH3,2051,0
REGION1,ATCOCHPH3,2052,0
REGION1,ATCOCHPH3,2053,0
REGION1,ATCOCHPH3,2054,0
REGION1,ATCOCHPH3,2055,0
REGION1,ATCOCHPH3,2056,0
REGION1,ATCOCHPH3,2057,0
REGION1,ATCOCHPH3,2058,0
REGION1,ATCOCHPH3,2059,0
REGION1,ATCOCHPH3,2060,0
REGION1,ATCOSTPH3,2015,0.6992
REGION1,ATCOSTPH3,2016,0.6992
REGION1,ATCOSTPH3,2017,0.6992
REGION1,ATCOSTPH3,2018,0.6992
REGION1,ATCOSTPH3,2019,0.6992
REGION1,ATCOSTPH3,2020,0.5752
REGION1,ATCOSTPH3,2021,0.3582
REGION1,ATCOSTPH3,2022,0.3582
REGION1,ATCOSTPH3,2023,0.0282
REGION1,ATCOSTPH3,2024,0.0282
REGION1,ATCOSTPH3,2025,0.0282
REGION1,ATCOSTPH3,2026,0.0282
REGION1,ATCOSTPH3,2027,0.0282
REGION1,ATCOSTPH3,2028,0.0282
REGION1,ATCOSTPH3,2029,0.0282
REGION1,ATCOSTPH3,2030,0
REGION1,ATCOSTPH3,2031,0
REGION1,ATCOSTPH3,2032,0
REGION1,ATCOSTPH3,2033,0
REGION1,ATCOSTPH3,2034,0
REGION1,ATCOSTPH3,2035,0
REGION1,ATCOSTPH3,2036,0
REGION1,ATCOSTPH3,2037,0
REGION1,ATCOSTPH3,2038,0
REGION1,ATCOSTPH3,2039,0
REGION1,ATCOSTPH3,2040,0
REGION1,ATCOSTPH3,2041,0
REGION1,ATCOSTPH3,2042,0
REGION1,ATCOSTPH3,2043,0
REGION1,ATCOSTPH3,2044,0
REGION1,ATCOSTPH3,2045,0
REGION1,ATCOSTPH3,2046,0
REGION1,ATCOSTPH3,2047,0
REGION1,ATCOSTPH3,2048,0
REGION1,ATCOSTPH3,2049,0
REGION1,ATCOSTPH3,2050,0
REGION1,ATCOSTPH3,2051,0
REGION1,ATCOSTPH3,2052,0
REGION1,ATCOSTPH3,2053,0
REGION1,ATCOSTPH3,2054,0
REGION1,ATCOSTPH3,2055,0
REGION1,ATCOSTPH3,2056,0
REGION1,ATCOSTPH3,2057,0
REGION1,ATCOSTPH3,2058,0
REGION1,ATCOSTPH3,2059,0
REGION1,ATCOSTPH3,2060,0
REGION1,ATELCHPH1,2015,1.898
REGION1,ATELCHPH1,2016,2.148
REGION1,ATELCHPH1,2017,2.153
REGION1,ATELCHPH1,2018,2.153
REGION1,ATELCHPH1,2019,2.153
REGION1,ATELCHPH1,2020,2.153
REGION1,ATELCHPH1,2021,2.153
REGION1,ATELCHPH1,2022,2.153
REGION1,ATELCHPH1,2023,2.153
REGION1,ATELCHPH1,2024,2.153
REGION1,ATELCHPH1,2025,2.153
REGION1,ATELCHPH1,2026,2.153
REGION1,ATELCHPH1,2027,2.153
REGION1,ATELCHPH1,2028,2.153
REGION1,ATELCHPH1,2029,2.153
REGION1,ATELCHPH1,2030,2.153
REGION1,ATELCHPH1,2031,2.153
REGION1,ATELCHPH1,2032,2.153
REGION1,ATELCHPH1,2033,2.153
REGION1,ATELCHPH1,2034,2.153
REGION1,ATELCHPH1,2035,2.153
REGION1,ATELCHPH1,2036,2.153
REGION1,ATELCHPH1,2037,2.153
REGION1,ATELCHPH1,2038,2.153
REGION1,ATELCHPH1,2039,2.153
REGION1,ATELCHPH1,2040,2.153
REGION1,ATELCHPH1,2041,2.153
REGION1,ATELCHPH1,2042,2.153
REGION1,ATELCHPH1,2043,2.153
REGION1,ATELCHPH1,2044,2.153
REGION1,ATELCHPH1,2045,2.153
REGION1,ATELCHPH1,2046,2.153
REGION1,ATELCHPH1,2047,2.153
REGION1,ATELCHPH1,2048,2.153
REGION1,ATELCHPH1,2049,2.153
REGION1,ATELCHPH1,2050,2.153
REGION1,ATELCHPH1,2051,2.153
REGION1,ATELCHPH1,2052,2.153
REGION1,ATELCHPH1,2053,2.153
REGION1,ATELCHPH1,2054,2.153
REGION1,ATELCHPH1,2055,2.153
REGION1,ATELCHPH1,2056,2.153
REGION1,ATELCHPH1,2057,2.153
REGION1,ATELCHPH1,2058,2.153
REGION1,ATELCHPH1,2059,2.153
REGION1,ATELCHPH1,2060,2.153
REGION1,ATELCZPH1,2015,0.8
REGION1,ATELCZPH1,2016,0.8
REGION1,ATELCZPH1,2017,0.8
REGION1,ATELCZPH1,2018,0.8
REGION1,ATELCZPH1,2019,0.8
REGION1,ATELCZPH1,2020,0.8
REGION1,ATELCZPH1,2021,0.8
REGION1,ATELCZPH1,2022,0.8
REGION1,ATELCZPH1,2023,0.8
REGION1,ATELCZPH1,2024,0.8
REGION1,ATELCZPH1,2025,0.8
REGION1,ATELCZPH1,2026,0.8
REGION1,ATELCZPH1,2027,0.8
REGION1,ATELCZPH1,2028,0.8
REGION1,ATELCZPH1,2029,0.8
REGION1,ATELCZPH1,2030,0.8
REGION1,ATELCZPH1,2031,0.8
REGION1,ATELCZPH1,2032,0.8
REGION1,ATELCZPH1,2033,0.8
REGION1,ATELCZPH1,2034,0.8
REGION1,ATELCZPH1,2035,0.8
REGION1,ATELCZPH1,2036,0.8
REGION1,ATELCZPH1,2037,0.8
REGION1,ATELCZPH1,2038,0.8
REGION1,ATELCZPH1,2039,0.8
REGION1,ATELCZPH1,2040,0.8
REGION1,ATELCZPH1,2041,0.8
REGION1,ATELCZPH1,2042,0.8
REGION1,ATELCZPH1,2043,0.8
REGION1,ATELCZPH1,2044,0.8
REGION1,ATELCZPH1,2045,0.8
REGION1,ATELCZPH1,2046,0.8
REGION1,ATELCZPH1,2047,0.8
REGION1,ATELCZPH1,2048,0.8
REGION1,ATELCZPH1,2049,0.8
REGION1,ATELCZPH1,2050,0.8
REGION1,ATELCZPH1,2051,0.8
REGION1,ATELCZPH1,2052,0.8
REGION1,ATELCZPH1,2053,0.8
REGION1,ATELCZPH1,2054,0.8
REGION1,ATELCZPH1,2055,0.8
REGION1,ATELCZPH1,2056,0.8
REGION1,ATELCZPH1,2057,0.8
REGION1,ATELCZPH1,2058,0.8
REGION1,ATELCZPH1,2059,0.8
REGION1,ATELCZPH1,2060,0.8
REGION1,ATELDEPH1,2015,4.301
REGION1,ATELDEPH1,2016,4.081
REGION1,ATELDEPH1,2017,4.232
REGION1,ATELDEPH1,2018,4.709
REGION1,ATELDEPH1,2019,4.709
REGION1,ATELDEPH1,2020,4.709
REGION1,ATELDEPH1,2021,4.709
REGION1,ATELDEPH1,2022,4.709
REGION1,ATELDEPH1,2023,4.709
REGION1,ATELDEPH1,2024,4.709
REGION1,ATELDEPH1,2025,4.709
REGION1,ATELDEPH1,2026,4.709
REGION1,ATELDEPH1,2027,4.709
REGION1,ATELDEPH1,2028,4.709
REGION1,ATELDEPH1,2029,4.709
REGION1,ATELDEPH1,2030,4.709
REGION1,ATELDEPH1,2031,4.709
REGION1,ATELDEPH1,2032,4.709
REGION1,ATELDEPH1,2033,4.709
REGION1,ATELDEPH1,2034,4.709
REGION1,ATELDEPH1,2035,4.709
REGION1,ATELDEPH1,2036,4.709
REGION1,ATELDEPH1,2037,4.709
REGION1,ATELDEPH1,2038,4.709
REGION1,ATELDEPH1,2039,4.709
REGION1,ATELDEPH1,2040,4.709
REGION1,ATELDEPH1,2041,4.709
REGION1,ATELDEPH1,2042,4.709
REGION1,ATELDEPH1,2043,4.709
REGION1,ATELDEPH1,2044,4.709
REGION1,ATELDEPH1,2045,4.709
REGION1,ATELDEPH1,2046,4.709
REGION1,ATELDEPH1,2047,4.709
REGION1,ATELDEPH1,2048,4.709
REGION1,ATELDEPH1,2049,4.709
REGION1,ATELDEPH1,2050,4.709
REGION1,ATELDEPH1,2051,4.709
REGION1,ATELDEPH1,2052,4.709
REGION1,ATELDEPH1,2053,4.709
REGION1,ATELDEPH1,2054,4.709
REGION1,ATELDEPH1,2055,4.709
REGION1,ATELDEPH1,2056,4.709
REGION1,ATELDEPH1,2057,4.709
REGION1,ATELDEPH1,2058,4.709
REGION1,ATELDEPH1,2059,4.709
REGION1,ATELDEPH1,2060,4.709
REGION1,ATELHUPH1,2015,1.106
REGION1,ATELHUPH1,2016,1.373
REGION1,ATELHUPH1,2017,1.42
REGION1,ATELHUPH1,2018,1.42
REGION1,ATELHUPH1,2019,1.42
REGION1,ATELHUPH1,2020,1.42
REGION1,ATELHUPH1,2021,1.42
REGION1,ATELHUPH1,2022,1.42
REGION1,ATELHUPH1,2023,1.42
REGION1,ATELHUPH1,2024,1.42
REGION1,ATELHUPH1,2025,1.42
REGION1,ATELHUPH1,2026,1.42
REGION1,ATELHUPH1,2027,1.42
REGION1,ATELHUPH1,2028,1.42
REGION1,ATELHUPH1,2029,1.42
REGION1,ATELHUPH1,2030,1.42
REGION1,ATELHUPH1,2031,1.42
REGION1,ATELHUPH1,2032,1.42
REGION1,ATELHUPH1,2033,1.42
REGION1,ATELHUPH1,2034,1.42
REGION1,ATELHUPH1,2035,1.42
REGION1,ATELHUPH1,2036,1.42
REGION1,ATELHUPH1,2037,1.42
REGION1,ATELHUPH1,2038,1.42
REGION1,ATELHUPH1,2039,1.42
REGION1,ATELHUPH1,2040,1.42
REGION1,ATELHUPH1,2041,1.42
REGION1,ATELHUPH1,2042,1.42
REGION1,ATELHUPH1,2043,1.42
REGION1,ATELHUPH1,2044,1.42
REGION1,ATELHUPH1,2045,1.42
REGION1,ATELHUPH1,2046,1.42
REGION1,ATELHUPH1,2047,1.42
REGION1,ATELHUPH1,2048,1.42
REGION1,ATELHUPH1,2049,1.42
REGION1,ATELHUPH1,2050,1.42
REGION1,ATELHUPH1,2051,1.42
REGION1,ATELHUPH1,2052,1.42
REGION1,ATELHUPH1,2053,1.42
REGION1,ATELHUPH1,2054,1.42
REGION1,ATELHUPH1,2055,1.42
REGION1,ATELHUPH1,2056,1.42
REGION1,ATELHUPH1,2057,1.42
REGION1,ATELHUPH1,2058,1.42
REGION1,ATELHUPH1,2059,1.42
REGION1,ATELHUPH1,2060,1.42
REGION1,ATELITPH1,2015,0.149
REGION1,ATELITPH1,2016,0.149
REGION1,ATELITPH1,2017,0.149
REGION1,ATELITPH1,2018,0.149
REGION1,ATELITPH1,2019,0.149
REGION1,ATELITPH1,2020,0.149
REGION1,ATELITPH1,2021,0.149
REGION1,ATELITPH1,2022,0.149
REGION1,ATELITPH1,2023,0.149
REGION1,ATELITPH1,2024,0.149
REGION1,ATELITPH1,2025,0.149
REGION1,ATELITPH1,2026,0.149
REGION1,ATELITPH1,2027,0.149
REGION1,ATELITPH1,2028,0.149
REGION1,ATELITPH1,2029,0.149
REGION1,ATELITPH1,2030,0.149
REGION1,ATELITPH1,2031,0.149
REGION1,ATELITPH1,2032,0.149
REGION1,ATELITPH1,2033,0.149
REGION1,ATELITPH1,2034,0.149
REGION1,ATELITPH1,2035,0.149
REGION1,ATELITPH1,2036,0.149
REGION1,ATELITPH1,2037,0.149
REGION1,ATELITPH1,2038,0.149
REGION1,ATELITPH1,2039,0.149
REGION1,ATELITPH1,2040,0.149
REGION1,ATELITPH1,2041,0.149
REGION1,ATELITPH1,2042,0.149
REGION1,ATELITPH1,2043,0.149
REGION1,ATELITPH1,2044,0.149
REGION1,ATELITPH1,2045,0.149
REGION1,ATELITPH1,2046,0.149
REGION1,ATELITPH1,2047,0.149
REGION1,ATELITPH1,2048,0.149
REGION1,ATELITPH1,2049,0.149
REGION1,ATELITPH1,2050,0.149
REGION1,ATELITPH1,2051,0.149
REGION1,ATELITPH1,2052,0.149
REGION1,ATELITPH1,2053,0.149
REGION1,ATELITPH1,2054,0.149
REGION1,ATELITPH1,2055,0.149
REGION1,ATELITPH1,2056,0.149
REGION1,ATELITPH1,2057,0.149
REGION1,ATELITPH1,2058,0.149
REGION1,ATELITPH1,2059,0.149
REGION1,ATELITPH1,2060,0.149
REGION1,ATELSIPH1,2015,1.323
REGION1,ATELSIPH1,2016,1.196
REGION1,ATELSIPH1,2017,1.519
REGION1,ATELSIPH1,2018,1.519
REGION1,ATELSIPH1,2019,1.519
REGION1,ATELSIPH1,2020,1.519
REGION1,ATELSIPH1,2021,1.519
REGION1,ATELSIPH1,2022,1.519
REGION1,ATELSIPH1,2023,1.519
REGION1,ATELSIPH1,2024,1.519
REGION1,ATELSIPH1,2025,1.519
REGION1,ATELSIPH1,2026,1.519
REGION1,ATELSIPH1,2027,1.519
REGION1,ATELSIPH1,2028,1.519
REGION1,ATELSIPH1,2029,1.519
REGION1,ATELSIPH1,2030,1.519
REGION1,ATELSIPH1,2031,1.519
REGION1,ATELSIPH1,2032,1.519
REGION1,ATELSIPH1,2033,1.519
REGION1,ATELSIPH1,2034,1.519
REGION1,ATELSIPH1,2035,1.519
REGION1,ATELSIPH1,2036,1.519
REGION1,ATELSIPH1,2037,1.519
REGION1,ATELSIPH1,2038,1.519
REGION1,ATELSIPH1,2039,1.519
REGION1,ATELSIPH1,2040,1.519
REGION1,ATELSIPH1,2041,1.519
REGION1,ATELSIPH1,2042,1.519
REGION1,ATELSIPH1,2043,1.519
REGION1,ATELSIPH1,2044,1.519
REGION1,ATELSIPH1,2045,1.519
REGION1,ATELSIPH1,2046,1.519
REGION1,ATELSIPH1,2047,1.519
REGION1,ATELSIPH1,2048,1.519
REGION1,ATELSIPH1,2049,1.519
REGION1,ATELSIPH1,2050,1.519
REGION1,ATELSIPH1,2051,1.519
REGION1,ATELSIPH1,2052,1.519
REGION1,ATELSIPH1,2053,1.519
REGION1,ATELSIPH1,2054,1.519
REGION1,ATELSIPH1,2055,1.519
REGION1,ATELSIPH1,2056,1.519
REGION1,ATELSIPH1,2057,1.519
REGION1,ATELSIPH1,2058,1.519
REGION1,ATELSIPH1,2059,1.519
REGION1,ATELSIPH1,2060,1.519
REGION1,ATGOCVPH2,2015,0.00125
REGION1,ATGOCVPH2,2016,0.00125
REGION1,ATGOCVPH2,2017,0.00125
REGION1,ATGOCVPH2,2018,0.00125
REGION1,ATGOCVPH2,2019,0.00125
REGION1,ATGOCVPH2,2020,0.00125
REGION1,ATGOCVPH2,2021,0.00125
REGION1,ATGOCVPH2,2022,0.00125
REGION1,ATGOCVPH2,2023,0.00125
REGION1,ATGOCVPH2,2024,0.00125
REGION1,ATGOCVPH2,2025,0.00125
REGION1,ATGOCVPH2,2026,0.00125
REGION1,ATGOCVPH2,2027,0.00125
REGION1,ATGOCVPH2,2028,0.00125
REGION1,ATGOCVPH2,2029,0.00125
REGION1,ATGOCVPH2,2030,0.00125
REGION1,ATGOCVPH2,2031,0.00125
REGION1,ATGOCVPH2,2032,0.00125
REGION1,ATGOCVPH2,2033,0.00125
REGION1,ATGOCVPH2,2034,0.00125
REGION1,ATGOCVPH2,2035,0.00125
REGION1,ATGOCVPH2,2036,0.00125
REGION1,ATGOCVPH2,2037,0.00125
REGION1,ATGOCVPH2,2038,0.00125
REGION1,ATGOCVPH2,2039,0.00125
REGION1,ATGOCVPH2,2040,0.00125
REGION1,ATGOCVPH2,2041,0
REGION1,ATGOCVPH2,2042,0
REGION1,ATGOCVPH2,2043,0
REGION1,ATGOCVPH2,2044,0
REGION1,ATGOCVPH2,2045,0
REGION1,ATGOCVPH2,2046,0
REGION1,ATGOCVPH2,2047,0
REGION1,ATGOCVPH2,2048,0
REGION1,ATGOCVPH2,2049,0
REGION1,ATGOCVPH2,2050,0
REGION1,ATGOCVPH2,2051,0
REGION1,ATGOCVPH2,2052,0
REGION1,ATGOCVPH2,2053,0
REGION1,ATGOCVPH2,2054,0
REGION1,ATGOCVPH2,2055,0
REGION1,ATGOCVPH2,2056,0
REGION1,ATGOCVPH2,2057,0
REGION1,ATGOCVPH2,2058,0
REGION1,ATGOCVPH2,2059,0
REGION1,ATGOCVPH2,2060,0
REGION1,ATHFCHPH3,2015,0.5643
REGION1,ATHFCHPH3,2016,0.5643
REGION1,ATHFCHPH3,2017,0.5643
REGION1,ATHFCHPH3,2018,0.5643
REGION1,ATHFCHPH3,2019,0.5643
REGION1,ATHFCHPH3,2020,0.5443
REGION1,ATHFCHPH3,2021,0.4683
REGION1,ATHFCHPH3,2022,0.3769
REGION1,ATHFCHPH3,2023,0.0219
REGION1,ATHFCHPH3,2024,0.019
REGION1,ATHFCHPH3,2025,0.019
REGION1,ATHFCHPH3,2026,0.019
REGION1,ATHFCHPH3,2027,0.019
REGION1,ATHFCHPH3,2028,0
REGION1,ATHFCHPH3,2029,0
REGION1,ATHFCHPH3,2030,0
REGION1,ATHFCHPH3,2031,0
REGION1,ATHFCHPH3,2032,0
REGION1,ATHFCHPH3,2033,0
REGION1,ATHFCHPH3,2034,0
REGION1,ATHFCHPH3,2035,0
REGION1,ATHFCHPH3,2036,0
REGION1,ATHFCHPH3,2037,0
REGION1,ATHFCHPH3,2038,0
REGION1,ATHFCHPH3,2039,0
REGION1,ATHFCHPH3,2040,0
REGION1,ATHFCHPH3,2041,0
REGION1,ATHFCHPH3,2042,0
REGION1,ATHFCHPH3,2043,0
REGION1,ATHFCHPH3,2044,0
REGION1,ATHFCHPH3,2045,0
REGION1,ATHFCHPH3,2046,0
REGION1,ATHFCHPH3,2047,0
REGION1,ATHFCHPH3,2048,0
REGION1,ATHFCHPH3,2049,0
REGION1,ATHFCHPH3,2050,0
REGION1,ATHFCHPH3,2051,0
REGION1,ATHFCHPH3,2052,0
REGION1,ATHFCHPH3,2053,0
REGION1,ATHFCHPH3,2054,0
REGION1,ATHFCHPH3,2055,0
REGION1,ATHFCHPH3,2056,0
REGION1,ATHFCHPH3,2057,0
REGION1,ATHFCHPH3,2058,0
REGION1,ATHFCHPH3,2059,0
REGION1,ATHFCHPH3,2060,0
REGION1,ATHFGCPH3,2015,0.0216
REGION1,ATHFGCPH3,2016,0.0216
REGION1,ATHFGCPH3,2017,0.0216
REGION1,ATHFGCPH3,2018,0.0216
REGION1,ATHFGCPH3,2019,0.0216
REGION1,ATHFGCPH3,2020,0.0216
REGION1,ATHFGCPH3,2021,0.0216
REGION1,ATHFGCPH3,2022,0.0216
REGION1,ATHFGCPH3,2023,0
REGION1,ATHFGCPH3,2024,0
REGION1,ATHFGCPH3,2025,0
REGION1,ATHFGCPH3,2026,0
REGION1,ATHFGCPH3,2027,0
REGION1,ATHFGCPH3,2028,0
REGION1,ATHFGCPH3,2029,0
REGION1,ATHFGCPH3,2030,0
REGION1,ATHFGCPH3,2031,0
REGION1,ATHFGCPH3,2032,0
REGION1,ATHFGCPH3,2033,0
REGION1,ATHFGCPH3,2034,0
REGION1,ATHFGCPH3,2035,0
REGION1,ATHFGCPH3,2036,0
REGION1,ATHFGCPH3,2037,0
REGION1,ATHFGCPH3,2038,0
REGION1,ATHFGCPH3,2039,0
REGION1,ATHFGCPH3,2040,0
REGION1,ATHFGCPH3,2041,0
REGION1,ATHFGCPH3,2042,0
REGION1,ATHFGCPH3,2043,0
REGION1,ATHFGCPH3,2044,0
REGION1,ATHFGCPH3,2045,0
REGION1,ATHFGCPH3,2046,0
REGION1,ATHFGCPH3,2047,0
REGION1,ATHFGCPH3,2048,0
REGION1,ATHFGCPH3,2049,0
REGION1,ATHFGCPH3,2050,0
REGION1,ATHFGCPH3,2051,0
REGION1,ATHFGCPH3,2052,0
REGION1,ATHFGCPH3,2053,0
REGION1,ATHFGCPH3,2054,0
REGION1,ATHFGCPH3,2055,0
REGION1,ATHFGCPH3,2056,0
REGION1,ATHFGCPH3,2057,0
REGION1,ATHFGCPH3,2058,0
REGION1,ATHFGCPH3,2059,0
REGION1,ATHFGCPH3,2060,0
REGION1,ATHFHPFH1,2015,0.012039
REGION1,ATHFHPFH1,2016,0.012039
REGION1,ATHFHPFH1,2017,0.012039
REGION1,ATHFHPFH1,2018,0.012039
REGION1,ATHFHPFH1,2019,0.011814
REGION1,ATHFHPFH1,2020,0.011704
REGION1,ATHFHPFH1,2021,0.011524
REGION1,ATHFHPFH1,2022,0.011389
REGION1,ATHFHPFH1,2023,0.0077
REGION1,ATHFHPFH1,2024,0.0077
REGION1,ATHFHPFH1,2025,0
REGION1,ATHFHPFH1,2026,0
REGION1,ATHFHPFH1,2027,0
REGION1,ATHFHPFH1,2028,0
REGION1,ATHFHPFH1,2029,0
REGION1,ATHFHPFH1,2030,0
REGION1,ATHFHPFH1,2031,0
REGION1,ATHFHPFH1,2032,0
REGION1,ATHFHPFH1,2033,0
REGION1,ATHFHPFH1,2034,0
REGION1,ATHFHPFH1,2035,0
REGION1,ATHFHPFH1,2036,0
REGION1,ATHFHPFH1,2037,0
REGION1,ATHFHPFH1,2038,0
REGION1,ATHFHPFH1,2039,0
REGION1,ATHFHPFH1,2040,0
REGION1,ATHFHPFH1,2041,0
REGION1,ATHFHPFH1,2042,0
REGION1,ATHFHPFH1,2043,0
REGION1,ATHFHPFH1,2044,0
REGION1,ATHFHPFH1,2045,0
REGION1,ATHFHPFH1,2046,0
REGION1,ATHFHPFH1,2047,0
REGION1,ATHFHPFH1,2048,0
REGION1,ATHFHPFH1,2049,0
REGION1,ATHFHPFH1,2050,0
REGION1,ATHFHPFH1,2051,0
REGION1,ATHFHPFH1,2052,0
REGION1,ATHFHPFH1,2053,0
REGION1,ATHFHPFH1,2054,0
REGION1,ATHFHPFH1,2055,0
REGION1,ATHFHPFH1,2056,0
REGION1,ATHFHPFH1,2057,0
REGION1,ATHFHPFH1,2058,0
REGION1,ATHFHPFH1,2059,0
REGION1,ATHFHPFH1,2060,0
REGION1,ATHFSTPH2,2015,0.034535
REGION1,ATHFSTPH2,2016,0.034535
REGION1,ATHFSTPH2,2017,0.034535
REGION1,ATHFSTPH2,2018,0.034535
REGION1,ATHFSTPH2,2019,0.034535
REGION1,ATHFSTPH2,2020,0.005735
REGION1,ATHFSTPH2,2021,0.005735
REGION1,ATHFSTPH2,2022,0.005735
REGION1,ATHFSTPH2,2023,0
REGION1,ATHFSTPH2,2024,0
REGION1,ATHFSTPH2,2025,0
REGION1,ATHFSTPH2,2026,0
REGION1,ATHFSTPH2,2027,0
REGION1,ATHFSTPH2,2028,0
REGION1,ATHFSTPH2,2029,0
REGION1,ATHFSTPH2,2030,0
REGION1,ATHFSTPH2,2031,0
REGION1,ATHFSTPH2,2032,0
REGION1,ATHFSTPH2,2033,0
REGION1,ATHFSTPH2,2034,0
REGION1,ATHFSTPH2,2035,0
REGION1,ATHFSTPH2,2036,0
REGION1,ATHFSTPH2,2037,0
REGION1,ATHFSTPH2,2038,0
